Country,Value
Bangladesh,7.00153652321841
Brazil,12.961219568986
China,8.09062623388489
Germany,10.5483888965564
United Kingdom,24.7269853820214
Indonesia,8.31297738716646
Mexico,14.286839630072
Russian Federation,10.8260461100462
Thailand,14.4802979601735
United States,9.86161155805153
