"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","364","IRN","Iran","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","12036075.207",,"12036075.207","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","368","IRQ","Iraq","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","120852059.284",,"120852059.284","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","376","ISR","Israel","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","306904429.023",,"306904429.023","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","384","CIV","Côte d'Ivoire","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2422182.443",,"2422182.443","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","388","JAM","Jamaica","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2595.765",,"2595.765","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","392","JPN","Japan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2050038628.977",,"2050038628.977","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","398","KAZ","Kazakhstan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","411572297.641",,"411572297.641","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","400","JOR","Jordan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","21062263.638",,"21062263.638","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","404","KEN","Kenya","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2463460.896",,"2463460.896","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","410","KOR","Rep. of Korea","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1072969667.981",,"1072969667.981","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","414","KWT","Kuwait","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","53465207.077",,"53465207.077","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","417","KGZ","Kyrgyzstan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","27578.291",,"27578.291","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","418","LAO","Lao People's Dem. Rep.","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","202738.187",,"202738.187","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","422","LBN","Lebanon","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","882190.437",,"882190.437","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","430","LBR","Liberia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","16716.094",,"16716.094","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","434","LBY","Libya","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","29691236.859",,"29691236.859","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","446","MAC","China, Macao SAR","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1420112.95",,"1420112.95","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","450","MDG","Madagascar","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1497034.993",,"1497034.993","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","454","MWI","Malawi","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2853219.467",,"2853219.467","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","458","MYS","Malaysia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1496476380.568",,"1496476380.568","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","462","MDV","Maldives","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","231662.274",,"231662.274","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","466","MLI","Mali","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","226566.572",,"226566.572","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","478","MRT","Mauritania","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","16761.375",,"16761.375","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","480","MUS","Mauritius","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","300124.125",,"300124.125","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","484","MEX","Mexico","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2226161331.418",,"2226161331.418","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","490","S19","Other Asia, nes","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","620421463.228",,"620421463.228","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","496","MNG","Mongolia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","940334.517",,"940334.517","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","498","MDA","Rep. of Moldova","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3433854.686",,"3433854.686","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","499","MNE","Montenegro","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1942282.909",,"1942282.909","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","500","MSR","Montserrat","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2507.309",,"2507.309","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","504","MAR","Morocco","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","272561227.687",,"272561227.687","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","508","MOZ","Mozambique","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","12559950.052",,"12559950.052","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","512","OMN","Oman","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","100897688.102",,"100897688.102","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","516","NAM","Namibia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","68841336.664",,"68841336.664","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","524","NPL","Nepal","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","104888.909",,"104888.909","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","531","CUW","Curaçao","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","12764645.857",,"12764645.857","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","533","ABW","Aruba","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","55261.886",,"55261.886","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","534","SXM","Saint Maarten","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","77971.933",,"77971.933","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","535","BES","Bonaire","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3124002.498",,"3124002.498","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","540","NCL","New Caledonia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","350041.789",,"350041.789","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","548","VUT","Vanuatu","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","204.291",,"204.291","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","554","NZL","New Zealand","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","240471847.379",,"240471847.379","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","558","NIC","Nicaragua","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","347196.452",,"347196.452","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","562","NER","Niger","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","149660159.016",,"149660159.016","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","566","NGA","Nigeria","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","242630117.933",,"242630117.933","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","577","F19","Other Africa, nes","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1582561.497",,"1582561.497","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","579","NOR","Norway","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1066031503.337",,"1066031503.337","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","580","MNP","N. Mariana Isds","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","4550.223",,"4550.223","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","581","UMI","United States Minor Outlying Islands","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","45959.254",,"45959.254","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","584","MHL","Marshall Isds","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","10793621.039",,"10793621.039","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","585","PLW","Palau","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","993.025",,"993.025","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","586","PAK","Pakistan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","66400694.279",,"66400694.279","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","591","PAN","Panama","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","17786025.058",,"17786025.058","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","598","PNG","Papua New Guinea","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","19660323.148",,"19660323.148","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","600","PRY","Paraguay","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1484961.791",,"1484961.791","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","604","PER","Peru","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","12542443.119",,"12542443.119","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","608","PHL","Philippines","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","327671289.353",,"327671289.353","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","624","GNB","Guinea-Bissau","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","48210.672",,"48210.672","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","634","QAT","Qatar","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","32026251.096",,"32026251.096","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","643","RUS","Russian Federation","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7197956650.189",,"7197956650.189","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","646","RWA","Rwanda","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","83097.12",,"83097.12","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","654","SHN","Saint Helena","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","245295.042",,"245295.042","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","659","KNA","Saint Kitts and Nevis","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1216.271",,"1216.271","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","662","LCA","Saint Lucia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3159.146",,"3159.146","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","670","VCT","Saint Vincent and the Grenadines","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","140123.916",,"140123.916","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","674","SMR","San Marino","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","10712580.522",,"10712580.522","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","678","STP","Sao Tome and Principe","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","14216.157",,"14216.157","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","682","SAU","Saudi Arabia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","445649965.394",,"445649965.394","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","686","SEN","Senegal","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1621110.448",,"1621110.448","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","688","SRB","Serbia","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","166348428.264",,"166348428.264","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","690","SYC","Seychelles","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","81589.155",,"81589.155","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","694","SLE","Sierra Leone","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","67418.279",,"67418.279","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","699","IND","India","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1935790279.774",,"1935790279.774","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","702","SGP","Singapore","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1888037757.263",,"1888037757.263","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","704","VNM","Viet Nam","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","552257136.794",,"552257136.794","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","710","ZAF","South Africa","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","336418784.251",,"336418784.251","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","716","ZWE","Zimbabwe","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2642551.824",,"2642551.824","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","729","SDN","Sudan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","7556170.452",,"7556170.452","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","740","SUR","Suriname","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","37253275.952",,"37253275.952","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","748","SWZ","Eswatini","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","71957.972",,"71957.972","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","757","CHE","Switzerland","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","11559158308.476",,"11559158308.476","4","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","760","SYR","Syria","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","6842677.353",,"6842677.353","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","762","TJK","Tajikistan","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","368890.306",,"368890.306","0","false","true",
"C","A","20220101","2022","52","2022","97","EUR","European Union","MIP","Import of goods for inward processing","764","THA","Thailand","0","W00","World","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","330489383.33",,"330489383.33","4","false","true",
