RTA ID,RTA Name,Country,Entry Date,Exit Date,Country_ISO3
360,South Africa - Southern Rhodesia Customs Union ,South Africa,1949-04-01,,ZAF
360,South Africa - Southern Rhodesia Customs Union ,Zimbabwe,1949-04-01,,ZWE
297,El Salvador - Nicaragua Free Trade Area,El Salvador,1951-08-21,,SLV
297,El Salvador - Nicaragua Free Trade Area,Nicaragua,1951-08-21,,NIC
120,EU Treaty,Austria,1995-01-01,,AUT
120,EU Treaty,Bulgaria,2007-01-01,,BGR
120,EU Treaty,Croatia,2013-07-01,,HRV
120,EU Treaty,Cyprus,2004-05-01,,CYP
120,EU Treaty,Czech Republic,2004-05-01,,CZE
120,EU Treaty,Denmark,1973-01-01,,DNK
120,EU Treaty,Estonia,2004-05-01,,EST
120,EU Treaty,Finland,1995-01-01,,FIN
120,EU Treaty,Greece,1981-01-01,,GRC
120,EU Treaty,Hungary,2004-05-01,,HUN
120,EU Treaty,Ireland,1973-01-01,,IRL
120,EU Treaty,Latvia,2004-05-01,,LVA
120,EU Treaty,Lithuania,2004-05-01,,LTU
120,EU Treaty,Malta,2004-05-01,,MLT
120,EU Treaty,Poland,2004-05-01,,POL
120,EU Treaty,Portugal,1986-01-01,,PRT
120,EU Treaty,Romania,2007-01-01,,ROU
120,EU Treaty,Slovak Republic,2004-05-01,,SVK
120,EU Treaty,Slovenia,2004-05-01,,SVN
120,EU Treaty,Spain,1986-01-01,,ESP
120,EU Treaty,Sweden,1995-01-01,,SWE
120,EU Treaty,United Kingdom,1973-01-01,2020-12-31,GBR
120,EU Treaty,Belgium,1958-01-01,,BEL
120,EU Treaty,France,1958-01-01,,FRA
120,EU Treaty,Germany,1958-01-01,,DEU
120,EU Treaty,Italy,1958-01-01,,ITA
120,EU Treaty,Luxembourg,1958-01-01,,LUX
120,EU Treaty,Netherlands,1958-01-01,,NLD
214,Central American Free Trade Area,Costa Rica,1959-06-02,,CRI
214,Central American Free Trade Area,El Salvador,1959-06-02,,SLV
214,Central American Free Trade Area,Guatemala,1959-06-02,,GTM
214,Central American Free Trade Area,Honduras,1959-06-02,,HND
214,Central American Free Trade Area,Nicaragua,1959-06-02,,NIC
152,European Free Trade Association (EFTA),Austria,1960-05-03,1994-12-31,AUT
152,European Free Trade Association (EFTA),Denmark,1960-05-03,1972-12-31,DNK
152,European Free Trade Association (EFTA),Finland,1986-01-01,1994-12-31,FIN
152,European Free Trade Association (EFTA),Iceland,1970-03-01,,ISL
152,European Free Trade Association (EFTA),Liechtenstein,1991-01-01,,LIE
152,European Free Trade Association (EFTA),Portugal,1960-05-03,1985-12-31,PRT
152,European Free Trade Association (EFTA),Sweden,1960-05-03,1994-12-31,SWE
152,European Free Trade Association (EFTA),United Kingdom,1960-05-03,1972-12-31,GBR
152,European Free Trade Association (EFTA),Norway,1960-05-03,,NOR
152,European Free Trade Association (EFTA),Switzerland,1960-05-03,,CHE
324,Latin American Free Trade Association (LAFTA),Argentina,1961-06-02,,ARG
324,Latin American Free Trade Association (LAFTA),Brazil,1961-06-02,,BRA
324,Latin American Free Trade Association (LAFTA),Chile,1961-06-02,,CHL
324,Latin American Free Trade Association (LAFTA),Mexico,1961-06-02,,MEX
324,Latin American Free Trade Association (LAFTA),Paraguay,1961-06-02,,PRY
324,Latin American Free Trade Association (LAFTA),Peru,1961-06-02,,PER
324,Latin American Free Trade Association (LAFTA),Uruguay,1961-06-02,,URY
151,Central American Common Market (CACM),Costa Rica,1963-09-23,,CRI
151,Central American Common Market (CACM),Honduras,1962-04-27,,HND
151,Central American Common Market (CACM),Panama,2013-05-06,,PAN
151,Central American Common Market (CACM),El Salvador,1961-06-04,,SLV
151,Central American Common Market (CACM),Guatemala,1961-06-04,,GTM
151,Central American Common Market (CACM),Nicaragua,1961-06-04,,NIC
313,Finland-European Free Trade Association (FINEFTA),Austria,1961-06-26,,AUT
313,Finland-European Free Trade Association (FINEFTA),Denmark,1961-06-26,,DNK
313,Finland-European Free Trade Association (FINEFTA),Finland,1961-06-26,,FIN
313,Finland-European Free Trade Association (FINEFTA),Norway,1961-06-26,,NOR
313,Finland-European Free Trade Association (FINEFTA),Portugal,1961-06-26,,PRT
313,Finland-European Free Trade Association (FINEFTA),Sweden,1961-06-26,,SWE
313,Finland-European Free Trade Association (FINEFTA),Switzerland,1961-06-26,,CHE
313,Finland-European Free Trade Association (FINEFTA),United Kingdom,1961-06-26,,GBR
201,Borneo Free Trade Area,nan,1962-01-01,,not found
315,Ghana - Upper Volta Trade Agreement,Ghana,1962-05-09,,GHA
315,Ghana - Upper Volta Trade Agreement,Burkina Faso,1962-05-09,,BFA
298,Equatorial Customs Union - Cameroon Association,Cameroon,1962-07-01,,CMR
298,Equatorial Customs Union - Cameroon Association,Central African Republic,1962-07-01,,CAF
298,Equatorial Customs Union - Cameroon Association,Chad,1962-07-01,,TCD
298,Equatorial Customs Union - Cameroon Association,Congo,1962-07-01,,COG
298,Equatorial Customs Union - Cameroon Association,Gabon,1962-07-01,,GAB
247,EEC - Greece Association Agreement,Belgium,1962-11-01,,BEL
247,EEC - Greece Association Agreement,France,1962-11-01,,FRA
247,EEC - Greece Association Agreement,Germany,1962-11-01,,DEU
247,EEC - Greece Association Agreement,Greece,1962-11-01,,GRC
247,EEC - Greece Association Agreement,Italy,1962-11-01,,ITA
247,EEC - Greece Association Agreement,Luxembourg,1962-11-01,,LUX
247,EEC - Greece Association Agreement,Netherlands,1962-11-01,,NLD
190,African Common Market,Algeria,1963-07-01,,DZA
190,African Common Market,Ghana,1963-07-01,,GHA
190,African Common Market,Guinea,1963-07-01,,GIN
190,African Common Market,Mali,1963-07-01,,MLI
190,African Common Market,Morocco,1963-07-01,,MAR
366,Yaoundé I,Belgium,1964-01-01,,BEL
366,Yaoundé I,Burundi,1964-01-01,,BDI
366,Yaoundé I,Cameroon,1964-01-01,,CMR
366,Yaoundé I,Central African Republic,1964-01-01,,CAF
366,Yaoundé I,Chad,1964-01-01,,TCD
366,Yaoundé I,Congo,1964-01-01,,COG
366,Yaoundé I,Benin,1964-01-01,,BEN
366,Yaoundé I,France,1964-01-01,,FRA
366,Yaoundé I,Gabon,1964-01-01,,GAB
366,Yaoundé I,Germany,1964-01-01,,DEU
366,Yaoundé I,Italy,1964-01-01,,ITA
366,Yaoundé I,Côte d'Ivoire,1964-01-01,,CIV
366,Yaoundé I,Luxembourg,1964-01-01,,LUX
366,Yaoundé I,Madagascar,1964-01-01,,MDG
366,Yaoundé I,Mali,1964-01-01,,MLI
366,Yaoundé I,Mauritania,1964-01-01,,MRT
366,Yaoundé I,Netherlands,1964-01-01,,NLD
366,Yaoundé I,Niger,1964-01-01,,NER
366,Yaoundé I,Rwanda,1964-01-01,,RWA
366,Yaoundé I,Senegal,1964-01-01,,SEN
366,Yaoundé I,Somalia,1964-01-01,,SOM
366,Yaoundé I,Togo,1964-01-01,,TGO
366,Yaoundé I,Burkina Faso,1964-01-01,,BFA
263,EC – Overseas Countries and Territories 1 (OCT) ,Belgium,1964-06-01,,BEL
263,EC – Overseas Countries and Territories 1 (OCT) ,Comoros,1964-06-01,,COM
263,EC – Overseas Countries and Territories 1 (OCT) ,Mayotte,1964-06-01,,MYT
263,EC – Overseas Countries and Territories 1 (OCT) ,France,1964-06-01,,FRA
263,EC – Overseas Countries and Territories 1 (OCT) ,French Polynesia,1964-06-01,,PYF
263,EC – Overseas Countries and Territories 1 (OCT) ,Germany,1964-06-01,,DEU
263,EC – Overseas Countries and Territories 1 (OCT) ,Italy,1964-06-01,,ITA
263,EC – Overseas Countries and Territories 1 (OCT) ,Luxembourg,1964-06-01,,LUX
263,EC – Overseas Countries and Territories 1 (OCT) ,Netherlands,1964-06-01,,NLD
263,EC – Overseas Countries and Territories 1 (OCT) ,Netherlands Antilles,1964-06-01,,not found
263,EC – Overseas Countries and Territories 1 (OCT) ,New Caledonia,1964-06-01,,NCL
263,EC – Overseas Countries and Territories 1 (OCT) ,Saint Pierre and Miquelon,1964-06-01,,SPM
263,EC – Overseas Countries and Territories 1 (OCT) ,Suriname,1964-06-01,,SUR
263,EC – Overseas Countries and Territories 1 (OCT) ,Wallis and Futuna Islands,1964-06-01,,WLF
282,EEC - Türkiye Association Agreement of 1963,Belgium,1964-12-01,,BEL
282,EEC - Türkiye Association Agreement of 1963,France,1964-12-01,,FRA
282,EEC - Türkiye Association Agreement of 1963,Germany,1964-12-01,,DEU
282,EEC - Türkiye Association Agreement of 1963,Italy,1964-12-01,,ITA
282,EEC - Türkiye Association Agreement of 1963,Luxembourg,1964-12-01,,LUX
282,EEC - Türkiye Association Agreement of 1963,Netherlands,1964-12-01,,NLD
282,EEC - Türkiye Association Agreement of 1963,Türkiye,1964-12-01,,TUR
198,Arab Common Market,Iraq,1965-01-01,,IRQ
198,Arab Common Market,Jordan,1965-01-01,,JOR
198,Arab Common Market,Libya,1965-01-01,,LBY
198,Arab Common Market,Mauritania,1965-01-01,,MRT
198,Arab Common Market,Syrian Arab Republic,1965-01-01,,SYR
198,Arab Common Market,Egypt,1965-01-01,,EGY
198,Arab Common Market,Yemen,1965-01-01,,YEM
200,Australia - New Zealand Free Trade Agreement,Australia,1966-01-01,,AUS
200,Australia - New Zealand Free Trade Agreement,New Zealand,1966-01-01,,NZL
323,Ireland - United Kingdom Free Trade Area,Ireland,1966-07-01,,IRL
323,Ireland - United Kingdom Free Trade Area,United Kingdom,1966-07-01,,GBR
150,Tripartite Agreement,India,1968-04-01,,IND
150,Tripartite Agreement,Egypt,1968-04-01,,EGY
150,Tripartite Agreement,"Yugoslavia, Socialist Federal Republic of",1968-04-01,,not found
213,Caribbean Free Trade Association (CARIFTA),Antigua and Barbuda,1968-05-01,,ATG
213,Caribbean Free Trade Association (CARIFTA),Barbados,1968-05-01,,BRB
213,Caribbean Free Trade Association (CARIFTA),Dominica,1968-05-01,,DMA
213,Caribbean Free Trade Association (CARIFTA),Grenada,1968-05-01,,GRD
213,Caribbean Free Trade Association (CARIFTA),Guyana,1968-05-01,,GUY
213,Caribbean Free Trade Association (CARIFTA),Jamaica,1968-05-01,,JAM
213,Caribbean Free Trade Association (CARIFTA),Montserrat,1968-05-01,,MSR
213,Caribbean Free Trade Association (CARIFTA),Saint Kitts and Nevis,1968-05-01,,KNA
213,Caribbean Free Trade Association (CARIFTA),Saint Lucia,1968-05-01,,LCA
213,Caribbean Free Trade Association (CARIFTA),Saint Vincent and the Grenadines,1968-05-01,,VCT
213,Caribbean Free Trade Association (CARIFTA),Trinidad and Tobago,1968-05-01,,TTO
278,EC - Tunisia Association Agreement of 1969,Belgium,1969-09-01,,BEL
278,EC - Tunisia Association Agreement of 1969,France,1969-09-01,,FRA
278,EC - Tunisia Association Agreement of 1969,Germany,1969-09-01,,DEU
278,EC - Tunisia Association Agreement of 1969,Italy,1969-09-01,,ITA
278,EC - Tunisia Association Agreement of 1969,Luxembourg,1969-09-01,,LUX
278,EC - Tunisia Association Agreement of 1969,Netherlands,1969-09-01,,NLD
278,EC - Tunisia Association Agreement of 1969,Tunisia,1969-09-01,,TUN
260,EC - Morocco Association Agreement of 1969,Belgium,1969-09-01,,BEL
260,EC - Morocco Association Agreement of 1969,France,1969-09-01,,FRA
260,EC - Morocco Association Agreement of 1969,Germany,1969-09-01,,DEU
260,EC - Morocco Association Agreement of 1969,Italy,1969-09-01,,ITA
260,EC - Morocco Association Agreement of 1969,Luxembourg,1969-09-01,,LUX
260,EC - Morocco Association Agreement of 1969,Morocco,1969-09-01,,MAR
260,EC - Morocco Association Agreement of 1969,Netherlands,1969-09-01,,NLD
149,EFTA - Accession of Iceland,Iceland,1970-03-01,,ISL
149,EFTA - Accession of Iceland,Liechtenstein,1970-03-01,,LIE
149,EFTA - Accession of Iceland,Norway,1970-03-01,,NOR
149,EFTA - Accession of Iceland,Switzerland,1970-03-01,,CHE
250,EC - Israel Agreement of 1970,Belgium,1970-10-01,,BEL
250,EC - Israel Agreement of 1970,France,1970-10-01,,FRA
250,EC - Israel Agreement of 1970,Germany,1970-10-01,,DEU
250,EC - Israel Agreement of 1970,Israel,1970-10-01,,ISR
250,EC - Israel Agreement of 1970,Italy,1970-10-01,,ITA
250,EC - Israel Agreement of 1970,Luxembourg,1970-10-01,,LUX
250,EC - Israel Agreement of 1970,Netherlands,1970-10-01,,NLD
275,EC - Spain Agreement of 1970,Belgium,1970-10-01,,BEL
275,EC - Spain Agreement of 1970,France,1970-10-01,,FRA
275,EC - Spain Agreement of 1970,Germany,1970-10-01,,DEU
275,EC - Spain Agreement of 1970,Italy,1970-10-01,,ITA
275,EC - Spain Agreement of 1970,Luxembourg,1970-10-01,,LUX
275,EC - Spain Agreement of 1970,Netherlands,1970-10-01,,NLD
275,EC - Spain Agreement of 1970,Spain,1970-10-01,,ESP
199,Arusha  Agreement,Belgium,1971-01-01,,BEL
199,Arusha  Agreement,France,1971-01-01,,FRA
199,Arusha  Agreement,Germany,1971-01-01,,DEU
199,Arusha  Agreement,Italy,1971-01-01,,ITA
199,Arusha  Agreement,Kenya,1971-01-01,,KEN
199,Arusha  Agreement,Luxembourg,1971-01-01,,LUX
199,Arusha  Agreement,Netherlands,1971-01-01,,NLD
199,Arusha  Agreement,Uganda,1971-01-01,,UGA
199,Arusha  Agreement,Tanzania,1971-01-01,,TZA
148,EU – Overseas Countries and Territories (OCT),United Kingdom,1973-01-01,2020-12-31,GBR
148,EU – Overseas Countries and Territories (OCT),Belgium,1971-01-01,,BEL
148,EU – Overseas Countries and Territories (OCT),France,1971-01-01,,FRA
148,EU – Overseas Countries and Territories (OCT),French Polynesia,1971-01-01,,PYF
148,EU – Overseas Countries and Territories (OCT),French Southern Territories,1971-01-01,,ATF
148,EU – Overseas Countries and Territories (OCT),Germany,1971-01-01,,DEU
148,EU – Overseas Countries and Territories (OCT),Italy,1971-01-01,,ITA
148,EU – Overseas Countries and Territories (OCT),Luxembourg,1971-01-01,,LUX
148,EU – Overseas Countries and Territories (OCT),Netherlands,1971-01-01,,NLD
148,EU – Overseas Countries and Territories (OCT),Netherlands Antilles,1971-01-01,,not found
148,EU – Overseas Countries and Territories (OCT),New Caledonia,1971-01-01,,NCL
148,EU – Overseas Countries and Territories (OCT),Saint Pierre and Miquelon,1971-01-01,,SPM
148,EU – Overseas Countries and Territories (OCT),Wallis and Futuna Islands,1971-01-01,,WLF
367,Yaoundé II,Belgium,1971-01-01,,BEL
367,Yaoundé II,Burundi,1971-01-01,,BDI
367,Yaoundé II,Cameroon,1971-01-01,,CMR
367,Yaoundé II,Central African Republic,1971-01-01,,CAF
367,Yaoundé II,Chad,1971-01-01,,TCD
367,Yaoundé II,Congo,1971-01-01,,COG
367,Yaoundé II,France,1971-01-01,,FRA
367,Yaoundé II,Gabon,1971-01-01,,GAB
367,Yaoundé II,Germany,1971-01-01,,DEU
367,Yaoundé II,Italy,1971-01-01,,ITA
367,Yaoundé II,Côte d'Ivoire,1971-01-01,,CIV
367,Yaoundé II,Luxembourg,1971-01-01,,LUX
367,Yaoundé II,Madagascar,1971-01-01,,MDG
367,Yaoundé II,Mali,1971-01-01,,MLI
367,Yaoundé II,Mauritania,1971-01-01,,MRT
367,Yaoundé II,Mauritius,1971-01-01,,MUS
367,Yaoundé II,Netherlands,1971-01-01,,NLD
367,Yaoundé II,Niger,1971-01-01,,NER
367,Yaoundé II,Rwanda,1971-01-01,,RWA
367,Yaoundé II,Senegal,1971-01-01,,SEN
367,Yaoundé II,Somalia,1971-01-01,,SOM
367,Yaoundé II,Togo,1971-01-01,,TGO
367,Yaoundé II,Burkina Faso,1971-01-01,,BFA
259,EC - Malta Association Agreement,Belgium,1971-04-01,,BEL
259,EC - Malta Association Agreement,France,1971-04-01,,FRA
259,EC - Malta Association Agreement,Germany,1971-04-01,,DEU
259,EC - Malta Association Agreement,Italy,1971-04-01,,ITA
259,EC - Malta Association Agreement,Luxembourg,1971-04-01,,LUX
259,EC - Malta Association Agreement,Malta,1971-04-01,,MLT
259,EC - Malta Association Agreement,Netherlands,1971-04-01,,NLD
234,EC - Austria Agreement of 1972,Austria,1972-10-01,,AUT
234,EC - Austria Agreement of 1972,Belgium,1972-10-01,,BEL
234,EC - Austria Agreement of 1972,Denmark,1972-10-01,,DNK
234,EC - Austria Agreement of 1972,France,1972-10-01,,FRA
234,EC - Austria Agreement of 1972,Germany,1972-10-01,,DEU
234,EC - Austria Agreement of 1972,Ireland,1972-10-01,,IRL
234,EC - Austria Agreement of 1972,Italy,1972-10-01,,ITA
234,EC - Austria Agreement of 1972,Luxembourg,1972-10-01,,LUX
234,EC - Austria Agreement of 1972,Netherlands,1972-10-01,,NLD
234,EC - Austria Agreement of 1972,United Kingdom,1972-10-01,,GBR
145,EC (9) Enlargement,United Kingdom,1973-01-01,2020-12-31,GBR
145,EC (9) Enlargement,Belgium,1973-01-01,,BEL
145,EC (9) Enlargement,Denmark,1973-01-01,,DNK
145,EC (9) Enlargement,France,1973-01-01,,FRA
145,EC (9) Enlargement,Germany,1973-01-01,,DEU
145,EC (9) Enlargement,Ireland,1973-01-01,,IRL
145,EC (9) Enlargement,Italy,1973-01-01,,ITA
145,EC (9) Enlargement,Luxembourg,1973-01-01,,LUX
145,EC (9) Enlargement,Netherlands,1973-01-01,,NLD
266,EC - Portugal Agreement of 1972,Belgium,1973-01-01,,BEL
266,EC - Portugal Agreement of 1972,Denmark,1973-01-01,,DNK
266,EC - Portugal Agreement of 1972,France,1973-01-01,,FRA
266,EC - Portugal Agreement of 1972,Germany,1973-01-01,,DEU
266,EC - Portugal Agreement of 1972,Ireland,1973-01-01,,IRL
266,EC - Portugal Agreement of 1972,Italy,1973-01-01,,ITA
266,EC - Portugal Agreement of 1972,Luxembourg,1973-01-01,,LUX
266,EC - Portugal Agreement of 1972,Netherlands,1973-01-01,,NLD
266,EC - Portugal Agreement of 1972,Portugal,1973-01-01,,PRT
266,EC - Portugal Agreement of 1972,United Kingdom,1973-01-01,,GBR
281,EC - Türkiye Additional Protocol ,Belgium,1973-01-01,,BEL
281,EC - Türkiye Additional Protocol ,France,1973-01-01,,FRA
281,EC - Türkiye Additional Protocol ,Germany,1973-01-01,,DEU
281,EC - Türkiye Additional Protocol ,Italy,1973-01-01,,ITA
281,EC - Türkiye Additional Protocol ,Luxembourg,1973-01-01,,LUX
281,EC - Türkiye Additional Protocol ,Netherlands,1973-01-01,,NLD
281,EC - Türkiye Additional Protocol ,Türkiye,1973-01-01,,TUR
144,EU - Switzerland - Liechtenstein,United Kingdom,1973-01-01,2020-12-31,GBR
144,EU - Switzerland - Liechtenstein,Belgium,1973-01-01,,BEL
144,EU - Switzerland - Liechtenstein,Denmark,1973-01-01,,DNK
144,EU - Switzerland - Liechtenstein,France,1973-01-01,,FRA
144,EU - Switzerland - Liechtenstein,Germany,1973-01-01,,DEU
144,EU - Switzerland - Liechtenstein,Ireland,1973-01-01,,IRL
144,EU - Switzerland - Liechtenstein,Italy,1973-01-01,,ITA
144,EU - Switzerland - Liechtenstein,Liechtenstein,1973-01-01,,LIE
144,EU - Switzerland - Liechtenstein,Luxembourg,1973-01-01,,LUX
144,EU - Switzerland - Liechtenstein,Netherlands,1973-01-01,,NLD
144,EU - Switzerland - Liechtenstein,Switzerland,1973-01-01,,CHE
276,EC - Sweden Agreement ,Belgium,1973-01-01,,BEL
276,EC - Sweden Agreement ,Denmark,1973-01-01,,DNK
276,EC - Sweden Agreement ,France,1973-01-01,,FRA
276,EC - Sweden Agreement ,Germany,1973-01-01,,DEU
276,EC - Sweden Agreement ,Ireland,1973-01-01,,IRL
276,EC - Sweden Agreement ,Italy,1973-01-01,,ITA
276,EC - Sweden Agreement ,Luxembourg,1973-01-01,,LUX
276,EC - Sweden Agreement ,Netherlands,1973-01-01,,NLD
276,EC - Sweden Agreement ,Sweden,1973-01-01,,SWE
276,EC - Sweden Agreement ,United Kingdom,1973-01-01,,GBR
147,Protocol on Trade Negotiations (PTN),Romania,1973-02-11,2007-01-01,ROU
147,Protocol on Trade Negotiations (PTN),Bangladesh,1973-02-11,,BGD
147,Protocol on Trade Negotiations (PTN),Brazil,1973-02-11,,BRA
147,Protocol on Trade Negotiations (PTN),Chile,1973-02-11,,CHL
147,Protocol on Trade Negotiations (PTN),Israel,1973-02-11,,ISR
147,Protocol on Trade Negotiations (PTN),"Korea, Republic of",1973-02-11,,KOR
147,Protocol on Trade Negotiations (PTN),Mexico,1973-02-11,,MEX
147,Protocol on Trade Negotiations (PTN),Pakistan,1973-02-11,,PAK
147,Protocol on Trade Negotiations (PTN),Paraguay,1973-02-11,,PRY
147,Protocol on Trade Negotiations (PTN),Peru,1973-02-11,,PER
147,Protocol on Trade Negotiations (PTN),Philippines,1973-02-11,,PHL
147,Protocol on Trade Negotiations (PTN),Tunisia,1973-02-11,,TUN
147,Protocol on Trade Negotiations (PTN),Türkiye,1973-02-11,,TUR
147,Protocol on Trade Negotiations (PTN),Egypt,1973-02-11,,EGY
147,Protocol on Trade Negotiations (PTN),Uruguay,1973-02-11,,URY
147,Protocol on Trade Negotiations (PTN),"Yugoslavia, Socialist Federal Republic of",1973-02-11,,not found
143,EU - Iceland,United Kingdom,1973-04-01,2020-12-31,GBR
143,EU - Iceland,Belgium,1973-04-01,,BEL
143,EU - Iceland,Denmark,1973-04-01,,DNK
143,EU - Iceland,France,1973-04-01,,FRA
143,EU - Iceland,Germany,1973-04-01,,DEU
143,EU - Iceland,Iceland,1973-04-01,,ISL
143,EU - Iceland,Ireland,1973-04-01,,IRL
143,EU - Iceland,Italy,1973-04-01,,ITA
143,EU - Iceland,Luxembourg,1973-04-01,,LUX
143,EU - Iceland,Netherlands,1973-04-01,,NLD
237,EC - Cyprus Association Agreement,Belgium,1973-06-01,,BEL
237,EC - Cyprus Association Agreement,Cyprus,1973-06-01,,CYP
237,EC - Cyprus Association Agreement,Denmark,1973-06-01,,DNK
237,EC - Cyprus Association Agreement,France,1973-06-01,,FRA
237,EC - Cyprus Association Agreement,Germany,1973-06-01,,DEU
237,EC - Cyprus Association Agreement,Ireland,1973-06-01,,IRL
237,EC - Cyprus Association Agreement,Italy,1973-06-01,,ITA
237,EC - Cyprus Association Agreement,Luxembourg,1973-06-01,,LUX
237,EC - Cyprus Association Agreement,Netherlands,1973-06-01,,NLD
237,EC - Cyprus Association Agreement,United Kingdom,1973-06-01,,GBR
142,EU - Norway,United Kingdom,1973-07-01,2020-12-31,GBR
142,EU - Norway,Belgium,1973-07-01,,BEL
142,EU - Norway,Denmark,1973-07-01,,DNK
142,EU - Norway,France,1973-07-01,,FRA
142,EU - Norway,Germany,1973-07-01,,DEU
142,EU - Norway,Ireland,1973-07-01,,IRL
142,EU - Norway,Italy,1973-07-01,,ITA
142,EU - Norway,Luxembourg,1973-07-01,,LUX
142,EU - Norway,Netherlands,1973-07-01,,NLD
142,EU - Norway,Norway,1973-07-01,,NOR
141,Caribbean Community and Common Market (CARICOM),Antigua and Barbuda,1974-07-04,,ATG
141,Caribbean Community and Common Market (CARICOM),Bahamas,1983-07-04,,BHS
141,Caribbean Community and Common Market (CARICOM),Belize,1974-05-01,,BLZ
141,Caribbean Community and Common Market (CARICOM),Dominica,1974-05-01,,DMA
141,Caribbean Community and Common Market (CARICOM),Grenada,1974-05-01,,GRD
141,Caribbean Community and Common Market (CARICOM),Haiti,2002-07-02,,HTI
141,Caribbean Community and Common Market (CARICOM),Montserrat,1974-05-01,,MSR
141,Caribbean Community and Common Market (CARICOM),Saint Kitts and Nevis,1974-07-26,,KNA
141,Caribbean Community and Common Market (CARICOM),Saint Lucia,1974-05-01,,LCA
141,Caribbean Community and Common Market (CARICOM),Saint Vincent and the Grenadines,1974-05-01,,VCT
141,Caribbean Community and Common Market (CARICOM),Suriname,1995-07-04,,SUR
141,Caribbean Community and Common Market (CARICOM),Barbados,1973-08-01,,BRB
141,Caribbean Community and Common Market (CARICOM),Guyana,1973-08-01,,GUY
141,Caribbean Community and Common Market (CARICOM),Jamaica,1973-08-01,,JAM
141,Caribbean Community and Common Market (CARICOM),Trinidad and Tobago,1973-08-01,,TTO
240,EC - Egypt Agreement of 1972,Belgium,1973-11-01,,BEL
240,EC - Egypt Agreement of 1972,France,1973-11-01,,FRA
240,EC - Egypt Agreement of 1972,Germany,1973-11-01,,DEU
240,EC - Egypt Agreement of 1972,Italy,1973-11-01,,ITA
240,EC - Egypt Agreement of 1972,Luxembourg,1973-11-01,,LUX
240,EC - Egypt Agreement of 1972,Netherlands,1973-11-01,,NLD
240,EC - Egypt Agreement of 1972,Egypt,1973-11-01,,EGY
255,EC - Lebanon Agreement of 1972,Belgium,1973-11-01,,BEL
255,EC - Lebanon Agreement of 1972,France,1973-11-01,,FRA
255,EC - Lebanon Agreement of 1972,Germany,1973-11-01,,DEU
255,EC - Lebanon Agreement of 1972,Italy,1973-11-01,,ITA
255,EC - Lebanon Agreement of 1972,Lebanese Republic,1973-11-01,,LBN
255,EC - Lebanon Agreement of 1972,Luxembourg,1973-11-01,,LUX
255,EC - Lebanon Agreement of 1972,Netherlands,1973-11-01,,NLD
283,EC - Türkiye Association Agreement of 1973,Belgium,1974-01-01,,BEL
283,EC - Türkiye Association Agreement of 1973,Denmark,1974-01-01,,DNK
283,EC - Türkiye Association Agreement of 1973,France,1974-01-01,,FRA
283,EC - Türkiye Association Agreement of 1973,Germany,1974-01-01,,DEU
283,EC - Türkiye Association Agreement of 1973,Ireland,1974-01-01,,IRL
283,EC - Türkiye Association Agreement of 1973,Italy,1974-01-01,,ITA
283,EC - Türkiye Association Agreement of 1973,Luxembourg,1974-01-01,,LUX
283,EC - Türkiye Association Agreement of 1973,Netherlands,1974-01-01,,NLD
283,EC - Türkiye Association Agreement of 1973,Türkiye,1974-01-01,,TUR
283,EC - Türkiye Association Agreement of 1973,United Kingdom,1974-01-01,,GBR
245,EC - Finland Agreement,Belgium,1974-01-01,,BEL
245,EC - Finland Agreement,Denmark,1974-01-01,,DNK
245,EC - Finland Agreement,Finland,1974-01-01,,FIN
245,EC - Finland Agreement,France,1974-01-01,,FRA
245,EC - Finland Agreement,Germany,1974-01-01,,DEU
245,EC - Finland Agreement,Ireland,1974-01-01,,IRL
245,EC - Finland Agreement,Italy,1974-01-01,,ITA
245,EC - Finland Agreement,Luxembourg,1974-01-01,,LUX
245,EC - Finland Agreement,Netherlands,1974-01-01,,NLD
245,EC - Finland Agreement,United Kingdom,1974-01-01,,GBR
305,Finland - Bulgaria,Bulgaria,1975-01-01,,BGR
305,Finland - Bulgaria,Finland,1975-01-01,,FIN
306,Finland - Czechoslovakia Agreement,Finland,1975-01-01,,FIN
309,Finland - Hungary Agreement,Finland,1975-01-01,,FIN
309,Finland - Hungary Agreement,Hungary,1975-01-01,,HUN
246,EC - Greece Additional Protocol,Belgium,1975-07-01,,BEL
246,EC - Greece Additional Protocol,Denmark,1975-07-01,,DNK
246,EC - Greece Additional Protocol,France,1975-07-01,,FRA
246,EC - Greece Additional Protocol,Germany,1975-07-01,,DEU
246,EC - Greece Additional Protocol,Greece,1975-07-01,,GRC
246,EC - Greece Additional Protocol,Ireland,1975-07-01,,IRL
246,EC - Greece Additional Protocol,Italy,1975-07-01,,ITA
246,EC - Greece Additional Protocol,Luxembourg,1975-07-01,,LUX
246,EC - Greece Additional Protocol,Netherlands,1975-07-01,,NLD
246,EC - Greece Additional Protocol,United Kingdom,1975-07-01,,GBR
308,Finland - German Democratic Republic Agreement,Finland,1975-07-01,,FIN
308,Finland - German Democratic Republic Agreement,Germany,1975-07-01,,DEU
251,EC - Israel Agreement of 1975,Belgium,1975-07-01,,BEL
251,EC - Israel Agreement of 1975,Denmark,1975-07-01,,DNK
251,EC - Israel Agreement of 1975,France,1975-07-01,,FRA
251,EC - Israel Agreement of 1975,Germany,1975-07-01,,DEU
